mmsi,lat,lon,speed,course,timestamp,speed_diff,course_diff,anomaly
265506010,61.622998333333335,17.13074,0,0,2025-04-07T11:05:49.104Z,0,0,1
257647500,70.98696833333334,26.029766666666667,0,0,2025-04-07T11:05:50.540Z,0,0,1
219026083,63.61396666666667,2.9546783333333333,0,0,2025-04-07T11:05:50.543Z,0,0,1
257576600,68.64217833333333,15.520426666666667,0,0,2025-04-07T11:05:50.546Z,0,0,1
257088690,63.286233333333335,8.1382,0,0,2025-04-07T11:05:50.552Z,0,0,1
273842800,69.72933833333333,30.07572833333333,0,0,2025-04-07T11:05:50.554Z,0,0,1
259592000,62.21522333333333,5.475541666666667,0,0,2025-04-07T11:05:50.555Z,0,0,1
229092000,44.418861666666665,8.847161666666667,0,0,2025-04-07T11:05:50.563Z,0,0,1
231876000,58.60273333333334,16.222873333333332,0,0,2025-04-07T11:05:50.563Z,0,0,1
256541000,55.94150166666667,12.68427,0,0,2025-04-07T11:05:50.568Z,0,0,1
271010036,41.01311166666667,29.01050833333333,0,0,2025-04-07T11:05:50.577Z,0,0,1
265555080,59.333745,18.462073333333333,0,0,2025-04-07T11:05:50.580Z,0,0,1
249169000,-20.139883333333334,57.493685,0,0,2025-04-07T11:05:50.588Z,0,0,1
235052119,51.50847833333333,-0.0905866666666666,0,0,2025-04-07T11:05:50.590Z,0,0,1
367171930,30.48171166666667,-86.48919333333333,0,0,2025-04-07T11:05:50.594Z,0,0,1
311001106,51.87924833333333,3.224728333333333,0,0,2025-04-07T11:05:50.597Z,0,0,1
261000536,53.45133,14.587678333333336,0,0,2025-04-07T11:05:50.604Z,0,0,1
367615320,39.12035333333333,-84.70957,0,0,2025-04-07T11:05:50.608Z,0,0,1
275537000,52.410628333333335,4.863011666666667,0,0,2025-04-07T11:05:50.609Z,0,0,1
219023738,57.63624833333333,9.959468333333332,0,0,2025-04-07T11:05:50.612Z,0,0,1
244150562,51.89944833333333,4.469916666666666,0,0,2025-04-07T11:05:50.616Z,0,0,1
